0, 17, 20, 8
1, 45, 24, 6
2, 44, 16, 4
3, 19, 36, 10
4, 3, 33, 10
5, 6, 3, 8
6, 0, 48, 10
7, 23, 3, 4
8, 42, 31, 4
9, 12, 45, 8
10, 41, 7, 8
11, 47, 6, 2
12, 46, 29, 2
13, 42, 13, 4
14, 16, 47, 8
15, 3, 16, 8
16, 14, 0, 4
17, 17, 18, 4
18, 18, 21, 4
19, 27, 3, 4
20, 16, 3, 6
21, 29, 34, 10
22, 42, 26, 8
23, 39, 48, 2
24, 1, 36, 2
25, 29, 23, 6
26, 42, 39, 8
27, 35, 22, 2
28, 21, 13, 8
29, 48, 46, 10
30, 9, 19, 4
31, 23, 19, 6
32, 18, 2, 6
33, 19, 43, 2
34, 34, 13, 6
35, 45, 8, 10
36, 20, 43, 6
37, 12, 30, 8
38, 8, 4, 10
39, 31, 42, 6
40, 39, 34, 10
41, 46, 32, 10
42, 24, 1, 4
43, 6, 33, 10
44, 40, 38, 2
45, 27, 42, 10
46, 42, 25, 2
47, 13, 32, 4
48, 29, 27, 6
49, 14, 29, 4
50, 5, 0, 8
51, 4, 25, 8
52, 40, 38, 4
53, 31, 32, 8
54, 27, 33, 10
55, 44, 11, 8
56, 38, 12, 10
57, 3, 34, 6
58, 48, 38, 8
59, 34, 21, 4
60, 14, 28, 8
61, 19, 6, 4
62, 0, 47, 2
63, 41, 11, 4
64, 9, 45, 2
65, 37, 18, 2
66, 27, 6, 4
67, 22, 21, 8
68, 43, 2, 8
69, 35, 17, 10
70, 22, 27, 6
71, 36, 48, 10
72, 22, 8, 2
73, 25, 42, 10
74, 8, 30, 10
75, 36, 21, 10
76, 41, 10, 6
77, 43, 12, 2
78, 30, 46, 8
79, 46, 1, 6
80, 48, 25, 2
81, 43, 33, 2
82, 40, 2, 8
83, 7, 31, 4
84, 34, 27, 10
85, 38, 41, 2
86, 5, 46, 4
87, 40, 30, 8
88, 38, 24, 2
89, 4, 48, 8
90, 30, 37, 10
91, 15, 36, 2
92, 42, 15, 6
93, 27, 11, 10
94, 21, 44, 2
95, 46, 37, 6
96, 24, 36, 6
97, 7, 22, 2
98, 7, 35, 10
99, 40, 18, 2
100, 4, 32, 6
101, 26, 23, 8
102, 41, 21, 4
103, 9, 39, 2
104, 8, 30, 2
105, 31, 47, 10
106, 22, 28, 6
107, 36, 9, 10
108, 30, 13, 8
109, 38, 11, 2
110, 21, 39, 8
111, 28, 18, 4
112, 12, 20, 8
113, 48, 18, 6
114, 11, 6, 4
115, 44, 29, 4
116, 17, 40, 8
117, 1, 5, 2
118, 21, 47, 2
119, 40, 28, 2
120, 16, 37, 4
121, 38, 16, 10
122, 6, 35, 10
123, 17, 8, 10
124, 3, 19, 2
125, 7, 16, 4
126, 6, 33, 6
127, 40, 15, 8
128, 27, 43, 8
129, 4, 1, 10
130, 35, 31, 4
131, 26, 10, 6
132, 47, 2, 8
133, 35, 31, 2
134, 12, 9, 8
135, 18, 33, 8
136, 33, 38, 4
137, 8, 21, 10
138, 7, 14, 2
139, 32, 25, 2
140, 21, 32, 2
141, 24, 31, 6
142, 43, 10, 4
143, 47, 2, 8
144, 15, 26, 6
145, 30, 47, 6
146, 3, 45, 6
147, 3, 21, 8
148, 47, 30, 8
149, 14, 4, 4
150, 23, 25, 6
151, 14, 7, 6
152, 38, 42, 6
153, 28, 13, 6
154, 11, 26, 2
155, 3, 28, 6
156, 31, 27, 8
157, 19, 5, 10
158, 29, 36, 6
159, 13, 46, 10
160, 16, 0, 6
161, 33, 26, 8
162, 38, 14, 2
163, 12, 17, 8
164, 35, 46, 2
165, 33, 9, 4
166, 37, 19, 6
167, 27, 28, 6
168, 43, 19, 4
169, 6, 8, 10
170, 46, 37, 2
171, 40, 21, 4
172, 19, 47, 6
173, 1, 18, 8
174, 0, 40, 8
175, 2, 0, 8
176, 14, 30, 6
177, 9, 13, 8
178, 27, 33, 2
179, 4, 30, 2
180, 25, 30, 10
181, 19, 28, 6
182, 36, 17, 10
183, 4, 36, 4
184, 28, 11, 8
185, 31, 7, 4
186, 37, 41, 10
187, 0, 26, 6
188, 46, 3, 10
189, 22, 2, 10
190, 29, 16, 8
191, 43, 45, 6
192, 32, 3, 4
193, 11, 30, 10
194, 29, 21, 8
195, 30, 34, 10
196, 4, 11, 2
197, 19, 3, 4
198, 33, 45, 8
199, 47, 46, 6
