0,10,13,6
1,2,3,10
2,5,3,8
3,12,14,10
4,4,8,10
5,13,5,2
6,6,4,2
7,14,4,8
8,3,5,10
9,1,13,4
10,11,6,6
11,10,8,6
12,3,14,8
13,12,13,8
14,6,14,8
15,7,4,4
16,14,12,6
17,2,7,6
18,8,5,6
19,2,9,4
20,4,6,8
21,9,6,2
22,4,10,2
23,8,12,2
24,12,1,10
25,5,13,4
26,9,10,8
27,11,14,2
28,15,10,4
29,13,15,2
30,15,10,10
31,2,6,6
32,9,8,6
33,15,12,6
34,8,4,6
35,1,3,2
36,13,0,10
37,11,1,4
38,15,7,4
39,15,0,2
40,3,12,2
41,0,14,2
42,6,5,6
43,13,1,6
44,12,7,2
45,4,8,6
46,6,9,6
47,7,13,2
48,5,8,2
49,9,14,10
50,13,15,10
51,3,0,10
52,2,14,6
53,11,14,10
54,11,1,6
55,6,14,10
56,4,9,4
57,11,9,6
58,9,1,6
59,9,3,10
60,6,11,4
61,10,9,2
62,1,6,8
63,13,4,2
