0, 39, 27, 4
1, 6, 12, 4
2, 4, 29, 4
3, 25, 6, 4
4, 34, 45, 10
5, 3, 27, 4
6, 41, 23, 4
7, 23, 35, 6
8, 16, 20, 10
9, 6, 29, 8
10, 42, 25, 8
11, 24, 40, 4
12, 34, 48, 8
13, 31, 14, 4
14, 9, 43, 8
15, 24, 18, 2
16, 15, 16, 10
17, 16, 11, 6
18, 46, 4, 6
19, 11, 8, 4
20, 29, 43, 6
21, 12, 0, 4
22, 20, 1, 6
23, 25, 1, 10
24, 25, 48, 2
25, 38, 10, 8
26, 43, 13, 4
27, 9, 19, 6
28, 30, 23, 8
29, 2, 12, 10
30, 43, 13, 8
31, 43, 21, 4
32, 27, 31, 2
33, 1, 0, 8
34, 21, 47, 10
35, 13, 12, 2
36, 13, 18, 10
37, 18, 45, 6
38, 20, 30, 8
39, 40, 21, 6
40, 8, 19, 10
41, 38, 3, 10
42, 33, 6, 2
43, 26, 0, 10
44, 23, 3, 4
45, 42, 31, 4
46, 12, 45, 8
47, 41, 7, 8
48, 47, 6, 2
49, 46, 29, 2
50, 42, 13, 4
51, 16, 47, 8
52, 3, 16, 8
53, 14, 0, 4
54, 17, 18, 4
55, 18, 21, 4
56, 27, 3, 4
57, 16, 3, 6
58, 29, 34, 10
59, 42, 26, 8
60, 39, 48, 2
61, 1, 36, 2
62, 29, 23, 6
63, 42, 39, 8
64, 35, 22, 2
65, 21, 13, 8
66, 48, 46, 10
67, 9, 19, 4
68, 23, 19, 6
69, 18, 2, 6
70, 19, 43, 2
71, 34, 13, 6
72, 45, 8, 10
73, 20, 43, 6
74, 12, 30, 8
75, 8, 4, 10
76, 31, 42, 6
77, 39, 34, 10
78, 46, 32, 10
79, 24, 1, 4
80, 6, 33, 10
81, 40, 38, 2
82, 27, 42, 10
83, 42, 25, 2
84, 13, 32, 4
85, 29, 27, 6
86, 14, 29, 4
87, 5, 0, 8
88, 4, 25, 8
89, 40, 38, 4
90, 31, 32, 8
91, 27, 33, 10
92, 44, 11, 8
93, 38, 12, 10
94, 3, 34, 6
95, 48, 38, 8
96, 34, 21, 4
97, 14, 28, 8
98, 19, 6, 4
99, 0, 47, 2
