0,61,46,8
1,5,24,10
2,86,27,8
3,87,43,4
4,54,63,2
5,3,1,8
6,43,94,10
7,26,25,2
8,27,37,10
9,37,90,6
10,40,60,8
11,80,42,6
12,17,38,10
13,77,6,10
14,66,13,2
15,53,1,10
16,47,7,4
17,85,62,4
18,24,91,8
19,83,15,8
20,94,98,2
21,3,93,8
22,90,11,4
23,22,33,8
24,6,32,8
25,28,0,4
26,35,36,4
27,36,43,4
28,55,6,4
29,33,7,6
30,58,68,10
31,85,52,8
32,79,96,2
33,3,73,2
34,99,59,6
35,46,85,10
36,57,70,6
37,6,42,4
38,90,58,10
39,18,38,4
40,46,39,6
41,36,99,2
42,42,38,2
43,68,26,6
44,90,17,10
45,40,87,6
46,25,60,8
47,17,8,10
48,63,84,6
49,79,68,10
50,93,64,10
51,48,3,4
52,12,66,10
53,80,77,2
54,55,84,10
55,84,51,2
56,27,65,4
57,58,55,6
58,28,58,4
59,10,1,8
60,8,51,8
61,80,77,4
62,63,65,8
63,55,66,10
64,89,23,8
65,77,24,10
66,6,68,6
67,96,77,8
68,68,43,4
69,29,56,8
70,38,13,4
71,1,95,2
72,82,22,4
73,18,90,2
74,75,37,2
75,54,13,4
76,44,43,8
77,86,5,8
78,70,34,10
79,45,55,6
80,73,97,10
81,44,16,2
82,50,85,10
83,16,60,10
84,72,43,10
85,83,21,6
86,86,25,2
87,61,93,8
88,93,2,6
89,96,50,2
90,87,66,2
91,81,4,8
92,14,62,4
93,68,54,10
94,76,83,2
95,10,92,4
96,80,61,8
97,77,48,2
98,8,96,8
99,60,75,10
