56,57,9
57,56,9
56,48,7
48,56,7
48,49,8
49,48,8
48,40,9
40,48,9
40,41,7
41,40,7
40,32,9
32,40,9
32,33,5
33,32,5
32,24,9
24,32,9
24,25,10
25,24,10
24,16,10
16,24,10
16,17,8
17,16,8
16,8,10
8,16,10
8,9,10
9,8,10
8,0,7
0,8,7
0,1,5
1,0,5
57,58,8
58,57,8
57,49,7
49,57,7
49,50,10
50,49,10
49,41,10
41,49,10
41,42,8
42,41,8
41,33,9
33,41,9
33,34,9
34,33,9
33,25,9
25,33,9
25,26,5
26,25,5
25,17,10
17,25,10
17,18,7
18,17,7
17,9,5
9,17,5
9,10,7
10,9,7
9,1,7
1,9,7
1,2,8
2,1,8
58,59,5
59,58,5
58,50,8
50,58,8
50,51,7
51,50,7
50,42,8
42,50,8
42,43,6
43,42,6
42,34,5
34,42,5
34,35,5
35,34,5
34,26,6
26,34,6
26,27,10
27,26,10
26,18,8
18,26,8
18,19,8
19,18,8
18,10,5
10,18,5
10,11,10
11,10,10
10,2,5
2,10,5
2,3,10
3,2,10
59,60,5
60,59,5
59,51,9
51,59,9
51,52,8
52,51,8
51,43,10
43,51,10
43,44,8
44,43,8
43,35,7
35,43,7
35,36,5
36,35,5
35,27,9
27,35,9
27,28,10
28,27,10
27,19,7
19,27,7
19,20,8
20,19,8
19,11,7
11,19,7
11,12,5
12,11,5
11,3,8
3,11,8
3,4,6
4,3,6
60,61,5
61,60,5
60,52,10
52,60,10
52,53,10
53,52,10
52,44,5
44,52,5
44,45,8
45,44,8
44,36,10
36,44,10
36,37,10
37,36,10
36,28,10
28,36,10
28,29,7
29,28,7
28,20,9
20,28,9
20,21,8
21,20,8
20,12,7
12,20,7
12,13,5
13,12,5
12,4,5
4,12,5
4,5,9
5,4,9
61,62,6
62,61,6
61,53,5
53,61,5
53,54,8
54,53,8
53,45,8
45,53,8
45,46,8
46,45,8
45,37,9
37,45,9
37,38,6
38,37,6
37,29,10
29,37,10
29,30,7
30,29,7
29,21,9
21,29,9
21,22,8
22,21,8
21,13,6
13,21,6
13,14,5
14,13,5
13,5,6
5,13,6
5,6,6
6,5,6
62,63,5
63,62,5
62,54,8
54,62,8
54,55,6
55,54,6
54,46,8
46,54,8
46,47,5
47,46,5
46,38,6
38,46,6
38,39,9
39,38,9
38,30,10
30,38,10
30,31,9
31,30,9
30,22,5
22,30,5
22,23,8
23,22,8
22,14,6
14,22,6
14,15,10
15,14,10
14,6,10
6,14,10
6,7,10
7,6,10
63,55,7
55,63,7
55,47,6
47,55,6
47,39,7
39,47,7
39,31,9
31,39,9
31,23,10
23,31,10
23,15,7
15,23,7
15,7,7
7,15,7
